preco,taxa,km/l,km
10000,125,26,68561
6498,30,23,49526
5998,20,25,66039
9000,125,23,16456
12000,145,22,22138
20000,145,19,57936
6799,20,30,53108
8995,150,23,14099
10565,20,29,9669
10300,145,32,44854
8900,0,28,22415
12250,30,27,75525
12800,150,23,39381
7200,0,28,51002
6500,125,23,66294
10995,0,32,38634
23995,145,17,5259
11495,145,28,23899
16995,145,24,3151
8595,145,28,27475
8900,0,32,72221
11750,150,26,31175
14900,150,24,17656
18250,125,24,63627
14500,150,24,17064
17600,145,19,3241
9000,145,28,38309
9995,0,28,45095
10795,145,28,29107
11995,30,24,8225
11495,145,26,17281
14500,150,32,30209
10995,145,26,36228
8295,0,32,95677
11495,145,28,17391
11495,145,32,61987
16795,145,29,32806
13900,125,26,63146
26000,145,18,5391
10900,145,20,53860
11995,145,26,25724
8495,0,28,40518
7995,0,28,37095
13295,145,25,11843
17995,145,18,34509
10295,30,24,48267
11750,20,26,19634
7984,125,23,22524
9994,20,27,2573
8997,0,28,42084
6495,20,29,93519
22000,145,21,930
13900,145,25,25864
10500,0,28,33799
12500,145,26,20760
19000,145,28,24
15500,145,26,27697
12200,145,28,19637
15000,145,23,15881
8000,0,28,42363
9500,150,27,16269
32000,140,86,16
12700,145,25,13795
7100,30,25,30064
11000,145,38,33500
9300,30,27,22985
8440,0,32,86148
16107,150,22,4426
11200,145,24,29934
9640,0,32,40105
10390,145,24,55104
8295,0,28,20353
10995,20,26,44883
11990,235,17,76812
11995,30,27,33838
11995,30,27,33838
10900,145,27,28384
16800,145,32,20519
14500,145,25,17365
16700,145,26,23030
11500,145,28,51536
22000,145,21,80
17500,145,25,32
10700,145,27,12197
18700,145,29,27282
11900,145,28,43248
11000,145,26,38978
8262,0,28,49894
10600,145,24,34279
15240,150,34,21253
13610,150,25,16882
12260,125,24,73499
9550,150,28,118470
10600,150,24,44098
6500,30,23,52996
7038,125,25,93277
11000,150,25,21412
9200,0,28,21665
20000,150,15,10186
12000,150,25,24158
15000,150,25,8567
15250,150,21,25259
6500,20,25,72538
20000,145,22,756
20000,145,22,1746
7250,0,28,58934
6926,20,25,64953
10657,20,27,7934
14980,145,26,23480
8109,0,28,38592
9990,145,24,64728
10600,20,26,36097
7100,0,28,36983
10990,145,32,28936
6722,0,28,103690
19500,145,21,1704
10680,145,32,35470
11500,145,24,17671
13595,145,26,10268
10600,145,24,44064
9700,145,28,38351
9600,160,19,13985
4340,30,25,65613
9660,0,28,34488
8800,0,28,18282
10160,145,28,15192
6590,20,30,91877
6200,30,23,61091
8620,0,32,68574
10400,0,32,33893
8700,0,32,65307
11110,145,20,39397
9390,20,27,41376
8130,0,28,49262
6970,0,38,88176
16497,145,19,13551
6950,125,23,32283
11440,145,23,9479
8125,20,26,74802
9700,145,25,33474
9700,145,25,40974
10360,145,28,36403
9990,145,25,42825
10100,145,28,43179
6191,20,29,125995
8290,145,33,41891
11495,145,26,26876
20995,145,17,19312
7595,30,25,15633
9695,145,28,24945
20995,145,17,19312
6950,145,25,44675
11000,145,32,45029
9750,145,26,36773
7300,125,23,25267
6630,0,28,94533
19500,145,23,2298
22000,260,15,65780
12000,145,21,2874
12750,125,26,23858
11500,145,24,26235
17500,145,23,19513
10000,30,27,19262
19250,260,15,52794
10500,20,26,35352
13500,125,22,14264
7550,0,33,72420
11500,145,24,21469
10600,145,24,37095
10600,145,24,33523
11200,145,24,27294
12550,145,26,45432
10600,145,24,35727
11500,145,24,18797
11500,145,24,21694
8995,145,20,9656
8730,145,23,29034
7490,125,23,27079
13300,145,25,12667
20495,145,24,49049
10495,20,29,29338
9995,0,28,23335
8995,0,32,59546
15995,145,24,6437
13995,150,26,48280
11100,145,26,31931
22495,240,19,50292
19995,145,23,39361
7500,20,29,61068
15999,145,16,18604
5995,30,27,107723
9280,125,22,20117
13500,150,23,80201
14995,150,25,24
14995,145,26,31738
10600,145,24,33941
10695,145,28,16093
7495,20,26,41441
10995,145,28,14484
8995,0,28,48280
11295,145,28,24140
18995,145,15,26152
21495,145,24,20921
19495,145,16,16898
16495,145,19,5150
18995,145,26,2897
8995,145,28,51499
8995,0,33,12072
9690,20,29,15712
8990,125,22,54718
8990,145,23,8996
5975,30,23,35776
7150,20,26,71889
11500,145,24,22322
7930,0,28,40650
19395,160,21,62764
18695,145,17,19312
9995,145,28,39831
5195,30,24,98014
14595,145,25,6280
9495,145,28,11264
14495,145,23,14082
5495,30,23,65983
7750,125,23,31712
12995,145,25,5211
19500,145,28,35
19500,145,28,34
12900,145,23,53750
19900,145,17,6767
14500,145,23,16113
20500,145,18,11756
17900,200,18,32341
20700,145,15,18245
12500,145,32,54428
19500,145,27,2503
10995,150,28,21982
10895,150,26,26268
14485,150,23,26274
10795,145,28,43624
17995,145,26,23446
6895,30,23,68289
10295,0,33,36384
11495,145,26,28112
13265,145,25,31463
8695,145,20,11875
9750,0,28,27043
19595,145,17,23004
6995,30,25,50649
7200,0,28,17719
9790,0,28,15160
10790,0,33,25560
8568,20,27,39413
11500,145,24,20809
11420,145,25,33270
9627,145,24,41746
10270,0,32,30019
7400,145,23,38624
8250,0,28,40716
11995,150,28,19282
22795,150,21,20624
12295,150,25,27582
7495,0,32,90653
11795,150,24,12899
8295,0,28,56518
13995,150,25,21758
8895,20,26,48254
10795,0,25,18886
9500,0,28,19560
17000,145,19,13071
17950,145,18,45512
14500,145,23,14484
16900,145,26,51748
12000,20,26,46143
13500,145,22,27127
19500,145,18,15034
16107,145,22,4426
9263,150,28,59756
15140,150,34,23466
8700,0,32,73145
9060,0,33,27669
18990,145,24,33056
8225,0,28,46429
6600,0,28,67431
7995,0,28,50796
14995,145,26,10659
21000,145,15,9669
17900,145,19,4128
10000,145,28,25906
10650,145,28,29863
9500,0,28,55908
15995,145,24,16446
16495,145,26,11338
15500,145,23,6899
14500,145,19,45668
7500,125,23,72681
17990,145,26,16605
12500,145,28,7722
7200,30,25,32493
11817,125,22,20249
13589,145,27,7155
21500,145,17,8161
11728,0,32,15031
10328,125,25,41280
38000,145,9,2865
16000,145,26,13652
17200,150,26,5806
23551,150,16,5633
9500,30,25,18842
10500,20,29,25865
24500,145,21,618
14700,145,26,14782
7500,145,25,22969
17000,160,21,73042
8600,125,22,68762
15750,145,34,8296
18500,145,16,3148
12500,145,25,10120
18800,150,18,8187
10766,150,24,2346
12550,150,24,5354
15000,150,26,9801
21200,150,21,16
10900,0,28,6614
17900,145,19,4128
12500,145,25,14695
13500,145,22,20807
11900,145,26,35069
9000,0,28,30421
12900,145,27,23828
19900,145,22,1516
11250,145,28,13679
12450,145,26,28324
7995,145,25,5744
7511,125,23,35005
9495,20,29,22347
16958,145,18,39266
16230,145,26,7924
9916,0,28,17490
14300,145,24,10042
19900,125,24,54048
18600,145,15,6989
8000,0,33,73024
15991,145,17,17580
10291,0,28,36109
8000,125,23,18541
9491,20,29,52487
13500,30,23,18163
9900,30,24,54341
18990,145,22,26548
12900,145,23,11346
8900,0,28,20968
11000,0,28,23047
9900,145,28,47678
13900,145,32,20748
9500,145,28,23541
20900,145,18,19806
17448,145,22,5246
8600,0,28,26847
10300,0,28,12287
15500,145,25,13808
18992,145,16,2092
9775,145,27,23162
10848,145,28,24140
16250,145,23,33326
10900,145,28,29258
13700,145,26,25877
10800,145,28,34258
13500,145,27,8303
12200,125,22,30365
13500,145,25,17703
13000,145,23,9656
23700,145,16,8602
20500,145,17,4828
17900,145,22,10766
17300,145,26,5362
18800,145,26,9379
18000,145,25,11710
14700,145,21,7743
11250,30,27,66220
15200,150,25,10626
12900,145,25,26015
9000,20,29,53293
17315,160,18,33817
19000,145,22,6194
10500,20,29,36600
17000,145,23,19473
23500,145,12,3933
12800,145,20,16241
10700,20,29,31081
11500,145,28,11489
10000,145,26,11380
12000,145,38,14140
12000,145,38,15549
12000,145,38,22909
15500,145,26,14822
14900,145,27,29341
18400,145,25,5913
6127,30,23,42287
16000,145,34,17307
17515,145,21,5972
10500,20,27,17495
12317,145,20,4213
6774,0,28,58440
15225,235,16,39675
14000,145,20,8229
20500,260,15,27101
20500,125,24,233
14500,145,23,6502
14500,145,20,5238
12000,145,28,15535
10500,30,27,27554
15999,145,29,10895
15000,145,34,17308
15000,145,32,19689
11900,145,38,14041
18200,145,25,6600
20900,150,15,4828
10200,0,28,35130
17000,145,29,43829
29000,150,15,563
19900,150,22,97
10650,20,29,21926
6991,0,33,84326
8350,0,32,27846
12400,150,25,34221
14795,145,25,11095
8495,145,20,21824
10500,150,18,4508
18100,150,19,16
16700,150,23,383
10200,125,23,16645
9000,145,25,28250
10500,145,28,27463
10800,145,25,49917
11200,145,28,16948
9500,0,28,27959
12500,145,28,22468
14000,145,23,31665
11700,145,22,62914
16500,145,26,25605
14195,145,23,21913
19995,145,26,14761
10295,145,26,36550
22995,145,26,9362
18995,145,25,1629
21995,145,17,9679
11995,145,26,16171
18900,150,26,16
21500,150,21,109
6500,0,28,61564
14000,145,23,59264
16500,145,25,1477
10200,30,25,27943
17400,145,24,21575
11000,145,28,17564
11000,30,27,20178
8000,145,28,31931
9500,145,28,23741
19900,145,29,26947
11800,20,26,11038
13000,145,22,20247
14800,145,26,37002
19500,145,28,42
19500,145,28,43
11500,145,38,21939
11500,145,24,22622
10500,150,26,49492
11500,150,28,43750
8500,0,28,40394
15000,145,25,20117
5990,30,23,59047
8600,0,28,24542
6970,0,28,72259
9700,145,28,22338
6650,0,28,46059
8200,0,28,46365
18107,125,24,28592
16000,145,26,22367
9500,125,23,22188
21000,145,28,27
21500,145,27,37
21000,145,28,11
14000,150,23,8029
9500,150,21,2084
11800,20,29,26250
12000,145,32,35882
10800,125,22,27584
11200,145,28,15189
10700,145,28,42683
9700,145,27,26902
7100,125,23,23043
8619,0,28,36962
7200,125,23,33547
13990,145,25,15723
9890,145,32,64213
11200,145,24,27584
10990,145,24,20390
6324,30,24,92006
7360,20,29,122310
9995,0,32,12722
13000,150,27,14886
6700,20,30,89904
15000,150,23,16964
15000,150,28,35573
9670,150,28,27465
16557,145,32,40234
7900,30,27,81832
7350,0,25,60350
10860,150,28,16914
9500,125,22,27143
20000,145,17,10123
25000,145,18,6729
8000,0,28,79769
11400,20,26,24140
15000,145,23,7688
16000,145,29,61733
13500,145,23,18264
14200,145,23,35269
10400,145,28,16988
11000,145,28,11116
7000,0,28,66936
6995,0,28,35138
26922,145,13,2269
10250,0,32,55196
13300,150,20,24248
10990,20,27,23335
9490,145,20,22531
9990,145,18,10783
10990,150,20,25732
8880,145,27,13937
12600,145,23,35190
18777,145,18,11893
6100,30,23,79855
10150,145,28,24499
8000,125,23,39715
17000,145,25,1281
41000,145,9,1091
14990,145,23,4192
6361,145,20,85522
7500,0,25,40573
10500,150,19,32747
10500,150,28,45221
19500,150,21,37943
9500,0,28,37021
19500,145,28,11
14700,150,24,3479
5850,30,23,78249
14800,150,23,5844
7000,0,28,79080
5700,20,29,111846
11800,150,32,35299
10000,150,28,17112
9850,150,28,36052
20500,150,16,1617
9000,125,24,66403
9500,0,28,39141
11000,145,27,37272
11500,145,25,11627
11250,30,24,20524
13500,145,25,23881
9000,145,25,40316
11000,145,28,19312
10750,30,27,59745
14000,145,23,42442
16000,145,29,1313
15750,145,23,22914
12000,145,27,17468
20500,145,27,1534
19750,145,20,22040
9850,0,28,26924
7600,20,30,62124
15500,145,27,33714
13250,145,28,22796
10150,20,29,29311
9650,0,28,11446
15000,145,23,29828
15200,145,23,14882
10250,145,28,39580
11850,145,28,16010
11150,145,18,9447
13500,20,29,52534
16250,145,26,21232
11000,145,25,17022
14600,145,23,23706
11295,20,26,8148
9295,145,28,25957
9295,0,28,26042
11000,150,23,73120
7500,0,28,75789
12500,150,20,54444
17000,145,23,1009
8500,30,25,44258
10000,125,22,26718
20000,145,28,16
18200,145,22,75254
6770,30,24,97932
12790,145,32,5124
12350,145,22,8554
9180,0,28,36632
16540,145,19,26538
9490,150,21,3219
9990,145,20,85295
12890,145,25,19473
13890,145,23,49085
9750,145,28,28592
9500,145,27,17593
9600,145,28,35674
11500,145,28,17703
9250,145,28,34277
9700,145,28,21644
10000,145,28,15271
17600,145,19,3241
9000,145,28,38309
12129,145,23,41122
18400,145,23,18507
13900,145,24,18998
25000,145,15,2963
23400,145,23,22663
16500,145,19,105
20700,200,20,32679
10000,145,32,40155
9000,20,27,66537
11000,145,28,27179
13490,235,16,40394
14890,145,27,10783
17490,145,26,19795
20490,145,13,12070
14490,145,23,9656
17390,145,23,1046
7190,145,25,25186
19490,145,20,805
28490,570,10,29773
6000,165,19,70811
7250,0,28,52757
9189,125,22,28394
15789,145,22,13613
15789,145,22,13613
11989,145,20,41703
7689,20,29,105523
9489,20,26,26007
19989,145,19,61074
6989,0,28,78233
15265,145,23,31113
15265,145,23,31113
13695,145,23,49030
10700,145,24,12899
9900,0,28,16713
13450,145,25,14843
16200,125,22,87501
17000,145,25,10198
9300,0,28,31720
18990,145,21,2562
8495,125,23,38600
13995,145,23,20648
17995,145,26,4416
11995,145,26,26145
8495,0,28,36965
9495,145,28,24710
9995,0,32,56787
27995,150,15,14685
7495,150,20,61155
12495,150,25,36983
10995,145,28,4997
17995,145,23,20374
10495,125,22,47878
19795,150,17,25930
9995,150,27,16385
11995,150,28,28194
15995,150,23,17954
11295,150,27,48156
11495,145,26,21660
19650,160,21,43607
8300,145,25,25152
17500,145,22,8520
9350,125,23,36163
16500,145,22,7743
9950,0,28,30814
9950,0,28,27842
11700,20,26,29739
19500,145,28,51
6500,0,28,70811
11995,125,22,19740
11495,145,26,33729
16495,145,26,39178
18795,145,18,20260
20000,145,28,16
9800,0,38,29187
20000,145,16,2898
12000,145,19,17865
10500,145,28,44775
9500,20,27,56761
7000,125,23,94146
20000,145,28,47
20000,145,28,50
20000,145,28,16
6272,30,25,87421
10450,145,22,15023
13000,145,25,13369
15000,150,24,11772
10995,145,28,27576
10995,145,29,58234
8295,150,23,35056
10295,150,28,22209
9495,150,27,25484
9995,145,26,23683
17995,145,25,9122
12995,145,25,22906
21495,145,21,2483
19995,145,24,2787
19995,145,25,209
11995,0,32,35536
12020,145,26,16126
11495,145,23,108967
12795,145,22,16264
12395,145,28,9862
9495,20,26,15691
10495,200,19,80467
9350,160,19,21153
19695,150,20,67753
15975,235,16,39107
15475,145,29,25349
18490,125,24,55049
9300,160,19,100024
11400,30,23,36448
10000,20,26,28571
7900,0,28,33297
10700,0,33,48248
16400,125,26,29752
9500,150,24,47764
10340,145,26,51124
10975,150,26,38680
10475,150,28,22692
22975,145,21,4828
11975,145,24,10866
17475,145,23,54396
17475,20,29,39509
11475,145,28,32444
18975,145,21,9978
9475,30,25,33412
7700,0,32,104475
15590,145,25,28608
7695,145,25,49077
10995,145,28,34557
12695,145,26,17555
10750,145,23,68139
16050,145,26,40829
7290,0,28,84539
5490,30,23,73611
10100,145,28,46269
9860,150,28,51159
11580,145,24,43372
9440,145,28,39358
8600,0,28,24951
10460,145,32,65037
13195,145,32,24156
10195,0,25,26208
12995,145,38,43291
7295,30,24,65952
16495,145,24,12352
13695,145,25,17980
18995,145,26,19302
19995,145,20,28199
11995,145,28,40647
14795,145,19,32845
10795,145,22,21538
8295,150,23,35056
12625,150,28,15698
12995,145,32,53139
11795,145,26,19731
9495,150,27,25484
9995,145,27,7485
13995,145,25,38660
12995,145,26,21742
13195,145,25,17587
13995,145,26,46635
18495,145,18,20030
11195,145,32,50932
24195,145,20,5803
15595,145,25,8460
14695,145,22,16155
14995,145,19,23982
27975,145,15,8047
5960,30,23,85697
9990,30,27,44740
11975,150,28,32444
17475,20,29,39509
18975,145,21,9978
9475,30,25,33412
9627,150,24,41746
7810,0,32,107810
10000,145,28,18861
12475,145,24,10866
10975,145,20,7242
13475,145,26,10308
15975,235,16,39107
15475,145,29,25349
22975,145,21,4828
11450,145,24,31028
5990,30,23,43119
9077,20,27,36870
7568,0,33,28147
16295,145,26,9761
10995,125,26,45736
8695,20,26,63398
16795,145,27,30917
8995,150,27,38938
15495,150,27,23440
15695,150,24,9500
9795,150,28,53277
7995,0,28,88726
16995,150,19,36645
13225,145,23,14484
7000,0,28,68075
12000,145,24,19636
10900,145,28,40234
14725,150,26,72623
12735,150,26,66949
12375,150,28,17016
15800,125,24,47067
9700,20,27,26556
14500,150,24,7036
17995,145,23,20374
13495,145,25,35854
15295,145,23,29343
12795,145,24,13800
7995,30,23,15889
17995,145,18,18398
17295,145,18,34170
14995,125,26,65220
10895,145,26,34002
16895,145,17,27190
17495,145,18,41423
23995,145,26,9820
10995,125,22,19740
9495,145,28,41091
12995,145,21,25835
10795,145,26,40234
15695,145,25,30256
8495,0,28,36965
11995,145,26,30635
9495,145,38,54220
9995,145,27,24465
14495,145,25,15001
11995,145,26,26145
7695,30,23,48023
11695,145,28,22671
12795,145,28,16768
14495,145,26,45152
6295,20,26,134327
5295,0,32,113130
17495,145,21,14613
16995,145,34,14033
16495,145,25,21712
12495,145,25,21848
15995,145,25,15879
16995,145,25,20439
17495,145,22,21472
10195,145,26,51782
13195,145,25,21755
11295,145,28,4997
11995,150,23,61649
16295,150,26,43113
16995,150,29,63865
10595,150,28,33136
13595,150,26,67443
14795,150,26,41151
7995,125,23,43882
7995,150,20,111044
19795,150,17,25930
15795,20,29,32103
28995,145,23,8093
14995,145,24,11533
27995,145,15,14685
9995,145,20,19137
14100,150,34,32649
17500,150,17,12513
16500,150,22,4912
12800,125,26,41226
8000,160,19,53820
16900,150,18,35294
7500,150,25,23553
15400,150,26,25965
13200,150,20,12796
6150,30,25,80467
9495,145,27,16491
13795,145,27,7129
11995,145,28,10963
11795,145,26,15475
8495,125,23,20493
9995,145,28,48802
13295,145,25,36059
15995,145,25,8774
11495,145,26,22151
10595,145,26,23683
18695,145,18,20260
14195,145,25,14360
17495,145,21,12023
17495,145,25,10251
14495,145,24,18287
14925,150,25,20900
13500,150,27,37549
17125,145,21,2990
15625,150,19,10939
14785,150,26,57891
23000,150,16,7405
11850,150,23,48296
9150,150,28,34620
20000,150,23,35932
21600,150,12,4010
18995,145,18,10166
7595,145,25,47233
16995,145,23,57882
9295,145,20,28223
17295,145,26,39934
15495,145,23,33144
10795,145,26,38883
7995,30,23,28114
11695,145,26,12534
9995,145,26,51800
15495,145,25,34057
13495,145,25,37193
8995,145,20,41849
12195,145,26,14056
4795,30,23,121248
10995,150,28,3796
10495,30,25,39163
20495,150,24,53018
11495,150,26,28112
9995,150,27,26198
11495,150,28,24375
11795,150,26,42648
8495,150,20,21824
8295,145,23,22853
8995,145,20,19151
9495,145,20,14553
9495,145,24,14936
18995,145,21,7580
25995,145,21,21424
8595,145,28,87365
17995,145,26,7096
17995,145,26,23446
11995,145,26,5213
13495,145,26,15883
15295,150,26,18602
18695,150,16,10152
19495,150,20,78521
19995,150,15,4490
10995,150,28,14450
10495,150,25,33944
12995,150,25,35325
5995,30,24,102650
12495,150,25,8855
12995,150,27,49096
6499,125,23,66223
12699,145,25,34507
15499,150,29,62262
16299,150,26,3666
11899,150,28,22450
9699,150,28,17479
12199,145,26,23764
14799,145,23,18498
14499,145,34,19307
15999,145,26,31733
16295,150,26,38624
7995,150,23,51468
15495,150,26,32983
16395,150,27,39846
10695,150,28,38870
10995,150,22,17690
7895,150,23,16576
11795,150,28,17497
23995,150,13,9688
15495,150,26,20250
13799,145,23,20345
14999,125,25,34612
7299,0,28,53845
19795,145,17,20862
8495,20,26,53128
17399,145,23,18422
11399,145,28,14169
13699,145,23,72710
14299,30,27,34551
14999,145,25,70967
16399,145,19,28841
11999,145,25,14845
14999,145,28,35005
6999,0,28,63698
11795,145,26,28960
12295,145,26,21726
8995,145,27,57936
16495,145,23,38822
12295,145,28,18575
9795,145,27,36516
12495,145,24,21078
13695,145,25,17471
11695,145,28,20096
17995,145,23,51547
11499,145,26,17849
12599,145,20,20167
11999,145,20,44444
12499,145,23,23775
10999,145,26,40766
9499,125,26,109350
11699,145,28,26031
13870,145,25,15202
11640,150,25,47550
9445,145,21,102681
14199,145,25,39741
15699,125,26,36540
23199,145,16,18015
9199,0,28,49923
8991,145,23,25880
13491,145,21,5683
8295,145,20,81265
15995,145,23,7012
19333,145,25,22434
13991,145,27,21655
13289,145,25,35499
11689,145,26,33518
13491,145,25,25619
10495,20,29,16890
11180,145,24,27959
9690,145,28,84014
11695,125,22,36699
10795,160,19,4672
12795,125,24,81579
14000,235,16,23693
10000,145,28,24845
16699,125,22,43274
19499,260,15,43644
7299,0,28,73528
10499,145,27,29092
10699,30,24,43933
6995,0,28,82360
12995,150,27,23828
10795,150,28,32027
18491,150,17,46178
11991,0,28,19064
10495,150,28,29105
15491,145,25,11048
10999,145,24,14433
10491,20,29,39054
13889,145,25,13926
9390,160,19,26345
8902,0,28,30647
16490,235,16,20619
15500,145,26,34430
9491,145,28,31297
6491,30,23,59026
11795,150,26,33170
11995,150,28,28532
9795,150,28,44749
10689,145,32,41936
11885,145,24,18575
21333,145,21,16053
13250,145,23,52703
20991,145,18,10997
18491,145,23,39913
19999,160,21,36889
11500,145,22,16296
17595,145,23,29074
10150,145,28,11774
16491,145,22,10461
8495,145,25,14302
16222,145,26,27417
6995,20,29,28068
14250,145,23,18486
17389,145,18,17539
16666,145,22,10264
9991,145,20,12382
10333,145,22,22883
10795,145,24,16521
